iter,attempt,entry_params,exit_params,trades,final_equity,total_return_%,max_drawdown_%,win_rate_%,profit_factor,avg_R,favourable
49,49,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.2, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",79,80732.64559583992,-19.267354404160088,-19.96785019987741,30.37974683544304,0.6148315270873261,-0.2639571312403646,False
50,50,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.2, 'liq_move_away_atr': 5.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",67,82764.77221484271,-17.235227785157292,-17.95335580563909,29.850746268656714,0.6032526377999039,-0.2754055125000376,False
51,51,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",98,94025.2706456751,-5.974729354324893,-11.336889340094347,38.775510204081634,0.8964744704709606,-0.055449160178717594,False
52,52,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 1.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",91,91529.77356098715,-8.470226439012851,-13.690070911939568,37.362637362637365,0.8444943129509931,-0.08991085536922575,False
53,53,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 2.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",85,94979.252089702,-5.020747910297995,-10.598157960774035,38.82352941176471,0.901195147244713,-0.0531811120624064,False
54,54,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 2.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",82,90928.8772942438,-9.071122705756206,-14.256698711333637,36.58536585365854,0.818752671686558,-0.10866808419798056,False
55,55,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 3.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",76,89748.95675083809,-10.251043249161917,-15.515321058981401,35.526315789473685,0.7750540782939981,-0.13505758328893105,False
56,56,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 3.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",74,91644.29974193085,-8.355700258069144,-13.354925413359409,36.486486486486484,0.8105085147466945,-0.11060885054212359,False
57,57,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",66,94661.11686343713,-5.3388831365628775,-11.049310469330276,37.878787878787875,0.8635162145222205,-0.07575050361809359,False
58,58,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 4.5}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",66,85679.94924031463,-14.320050759685376,-15.938340045443855,31.818181818181817,0.6566885763754818,-0.22710659249885984,False
59,59,"[{'max_rr': 10.0, 'min_rr': 1.0, 'atr_dist_for_liq_generation': 1.4, 'liq_move_away_atr': 5.0}]","{'atr_period': 14, 'rr': 1.5, 'sldist_atr_mult': 2.0}",65,86566.04339429742,-13.43395660570258,-15.068982090399995,32.30769230769231,0.6751742227201921,-0.21485277098736008,False
